#layer  Play  Plev
8150  604.7  605.7
8151  602.7  603.7
8152  600.8  601.8
8153  598.8  599.8
8154  596.9  597.9
8155  595.0  595.9
8156  593.0  594.0
8157  591.1  592.1
8158  589.2  590.2
8159  587.3  588.2
8160  585.4  586.3
8161  583.5  584.4
8162  581.6  582.5
8163  579.7  580.6
8164  577.8  578.8
8165  575.9  576.9
8166  574.1  575.0
8167  572.2  573.1
8168  570.3  571.3
8169  568.5  569.4
8170  566.6  567.5
8171  564.8  565.7
8172  562.9  563.8
8173  561.1  562.0
8174  559.2  560.2
8175  557.4  558.3
8176  555.6  556.5
8177  553.8  554.7
8178  552.0  552.9
8179  550.2  551.1
8180  548.3  549.2
8181  546.6  547.4
8182  544.8  545.7
8183  543.0  543.9
8184  541.2  542.1
8185  539.4  540.3
8186  537.6  538.5
8187  535.9  536.8
8188  534.1  535.0
8189  532.4  533.2
8190  530.6  531.5
8191  528.9  529.7
8192  527.1  528.0
8193  525.4  526.2
8194  523.6  524.5
8195  521.9  522.8
8196  520.2  521.1
8197  518.5  519.3
8198  516.8  517.6
8199  515.1  515.9
8200  513.4  514.2
8201  511.7  512.5
8202  510.0  510.8
8203  508.3  509.1
8204  506.6  507.4
8205  504.9  505.7
8206  503.2  504.1
8207  501.6  502.4
8208  499.9  500.7
8209  1011.5  1013.0
8210  1008.6  1010.1
8211  1005.8  1007.2
8212  1002.9  1004.3
8213  1000.0  1001.4
8214  997.1  998.5
8215  994.2  995.7
8216  991.4  992.8
8217  988.5  990.0
8218  985.7  987.1
8219  982.9  984.3
8220  980.0  981.4
8221  977.2  978.6
8222  974.4  975.8
8223  971.6  973.0
8224  968.8  970.2
8225  966.0  967.4
8226  963.2  964.6
8227  960.4  961.8
8228  957.6  959.0
8229  954.8  956.2
8230  952.0  953.4
8231  949.3  950.7
8232  946.5  947.9
8233  943.8  945.1
8234  941.0  942.4
8235  938.3  939.6
8236  935.5  936.9
8237  932.8  934.2
8238  930.1  931.4
8239  927.4  928.7
8240  924.7  926.0
8241  922.0  923.3
8242  919.3  920.6
8243  916.6  917.9
8244  913.9  915.2
8245  911.2  912.5
8246  908.5  909.9
8247  905.9  907.2
8248  903.2  904.5
8249  900.5  901.9
8250  897.9  899.2
8251  895.2  896.6
8252  892.6  893.9
8253  890.0  891.3
8254  887.3  888.7
8255  884.7  886.0
8256  882.1  883.4
8257  879.5  880.8
8258  876.9  878.2
8259  874.3  875.6
8260  871.7  873.0
8261  869.1  870.4
8262  866.6  867.8
8263  864.0  865.3
8264  861.4  862.7
8265  858.8  860.1
8266  856.3  857.6
8267  853.7  855.0
8268  851.2  852.5
8269  848.7  849.9
8270  846.1  847.4
8271  843.6  844.9
8272  841.1  842.3
8273  838.6  839.8
8274  836.1  837.3
8275  833.6  834.8
8276  831.1  832.3
8277  828.6  829.8
8278  826.1  827.3
8279  823.6  824.8
8280  821.1  822.4
8281  818.6  819.9
8282  816.2  817.4
8283  813.7  815.0
8284  811.3  812.5
8285  808.8  810.0
8286  806.4  807.6
8287  803.9  805.2
8288  801.5  802.7
8289  799.1  800.3
8290  796.7  797.9
8291  794.3  795.5
8292  791.9  793.1
8293  789.5  790.7
8294  787.1  788.3
8295  784.7  785.9
8296  782.3  783.5
8297  779.9  781.1
8298  777.5  778.7
8299  775.2  776.3
8300  772.8  774.0
8301  770.4  771.6
8302  768.1  769.3
8303  765.7  766.9
8304  763.4  764.6
8305  761.1  762.2
8306  758.7  759.9
8307  756.4  757.6
8308  754.1  755.2
8309  751.8  752.9
8310  749.5  750.6
8311  747.2  748.3
8312  744.9  746.0
8313  742.6  743.7
8314  740.3  741.4
8315  738.0  739.1
8316  735.7  736.9
8317  733.5  734.6
8318  731.2  732.3
8319  728.9  730.1
8320  726.7  727.8
8321  724.4  725.5
8322  722.2  723.3
8323  719.9  721.1
8324  717.7  718.8
8325  715.5  716.6
8326  713.3  714.4
8327  711.0  712.1
8328  708.8  709.9
8329  706.6  707.7
8330  704.4  705.5
8331  702.2  703.3
8332  700.0  701.1
8333  697.8  698.9
8334  695.7  696.7
8335  693.5  694.6
8336  691.3  692.4
8337  689.1  690.2
8338  687.0  688.1
8339  684.8  685.9
8340  682.7  683.7
8341  680.5  681.6
8342  678.4  679.5
8343  676.3  677.3
8344  674.1  675.2
8345  672.0  673.1
8346  669.9  670.9
8347  667.8  668.8
8348  665.7  666.7
8349  663.6  664.6
8350  661.5  662.5
8351  659.4  660.4
8352  657.3  658.3
8353  655.2  656.2
8354  653.1  654.1
8355  651.0  652.1
8356  649.0  650.0
8357  646.9  647.9
8358  644.8  645.9
8359  642.8  643.8
8360  640.7  641.8
8361  638.7  639.7
8362  636.7  637.7
8363  634.6  635.6
8364  632.6  633.6
8365  630.6  631.6
8366  628.5  629.6
8367  626.5  627.5
8368  624.5  625.5
8369  622.5  623.5
8370  620.5  621.5
8371  618.5  619.5
8372  616.5  617.5
8373  614.5  615.5
8374  612.6  613.6
8375  610.6  611.6
8376  608.6  609.6
8377  606.7  607.6
8378  604.7  605.7
8379  602.7  603.7
8380  600.8  601.8
8381  598.8  599.8
8382  596.9  597.9
8383  595.0  595.9
8384  593.0  594.0
8385  591.1  592.1
8386  589.2  590.2
8387  587.3  588.2
8388  585.4  586.3
8389  583.5  584.4
8390  581.6  582.5
8391  579.7  580.6
8392  577.8  578.8
8393  575.9  576.9
8394  574.1  575.0
8395  572.2  573.1
8396  570.3  571.3
8397  568.5  569.4
8398  566.6  567.5
8399  564.8  565.7
8400  562.9  563.8
8401  561.1  562.0
8402  559.2  560.2
8403  557.4  558.3
8404  555.6  556.5
8405  553.8  554.7
8406  552.0  552.9
8407  550.2  551.1
8408  548.3  549.2
8409  546.6  547.4
8410  544.8  545.7
8411  543.0  543.9
8412  541.2  542.1
8413  539.4  540.3
8414  537.6  538.5
8415  535.9  536.8
8416  534.1  535.0
8417  532.4  533.2
8418  530.6  531.5
8419  528.9  529.7
8420  527.1  528.0
8421  525.4  526.2
8422  523.6  524.5
8423  521.9  522.8
8424  520.2  521.1
8425  518.5  519.3
8426  516.8  517.6
8427  515.1  515.9
8428  513.4  514.2
8429  511.7  512.5
8430  510.0  510.8
8431  508.3  509.1
8432  506.6  507.4
8433  504.9  505.7
8434  503.2  504.1
8435  501.6  502.4
8436  499.9  500.7
8437  1011.5  1013.0
8438  1008.6  1010.1
8439  1005.8  1007.2
8440  1002.9  1004.3
8441  1000.0  1001.4
8442  997.1  998.5
8443  994.2  995.7
8444  991.4  992.8
8445  988.5  990.0
8446  985.7  987.1
8447  982.9  984.3
8448  980.0  981.4
8449  977.2  978.6
8450  974.4  975.8
8451  971.6  973.0
8452  968.8  970.2
8453  966.0  967.4
8454  963.2  964.6
8455  960.4  961.8
8456  957.6  959.0
8457  954.8  956.2
8458  952.0  953.4
8459  949.3  950.7
8460  946.5  947.9
8461  943.8  945.1
8462  941.0  942.4
8463  938.3  939.6
8464  935.5  936.9
8465  932.8  934.2
8466  930.1  931.4
8467  927.4  928.7
8468  924.7  926.0
8469  922.0  923.3
8470  919.3  920.6
8471  916.6  917.9
8472  913.9  915.2
8473  911.2  912.5
8474  908.5  909.9
8475  905.9  907.2
8476  903.2  904.5
8477  900.5  901.9
8478  897.9  899.2
8479  895.2  896.6
8480  892.6  893.9
8481  890.0  891.3
8482  887.3  888.7
8483  884.7  886.0
8484  882.1  883.4
8485  879.5  880.8
8486  876.9  878.2
8487  874.3  875.6
8488  871.7  873.0
8489  869.1  870.4
8490  866.6  867.8
8491  864.0  865.3
8492  861.4  862.7
8493  858.8  860.1
8494  856.3  857.6
8495  853.7  855.0
8496  851.2  852.5
8497  848.7  849.9
8498  846.1  847.4
8499  843.6  844.9
8500  841.1  842.3
8501  838.6  839.8
8502  836.1  837.3
8503  833.6  834.8
8504  831.1  832.3
8505  828.6  829.8
8506  826.1  827.3
8507  823.6  824.8
8508  821.1  822.4
8509  818.6  819.9
8510  816.2  817.4
8511  813.7  815.0
8512  811.3  812.5
8513  808.8  810.0
8514  806.4  807.6
8515  803.9  805.2
8516  801.5  802.7
8517  799.1  800.3
8518  796.7  797.9
8519  794.3  795.5
8520  791.9  793.1
8521  789.5  790.7
8522  787.1  788.3
8523  784.7  785.9
8524  782.3  783.5
8525  779.9  781.1
8526  777.5  778.7
8527  775.2  776.3
8528  772.8  774.0
8529  770.4  771.6
8530  768.1  769.3
8531  765.7  766.9
8532  763.4  764.6
8533  761.1  762.2
8534  758.7  759.9
8535  756.4  757.6
8536  754.1  755.2
8537  751.8  752.9
8538  749.5  750.6
8539  747.2  748.3
8540  744.9  746.0
8541  742.6  743.7
8542  740.3  741.4
8543  738.0  739.1
8544  735.7  736.9
8545  733.5  734.6
8546  731.2  732.3
8547  728.9  730.1
8548  726.7  727.8
8549  724.4  725.5
8550  722.2  723.3
8551  719.9  721.1
8552  717.7  718.8
8553  715.5  716.6
8554  713.3  714.4
8555  711.0  712.1
8556  708.8  709.9
8557  706.6  707.7
8558  704.4  705.5
8559  702.2  703.3
8560  700.0  701.1
8561  697.8  698.9
8562  695.7  696.7
8563  693.5  694.6
8564  691.3  692.4
8565  689.1  690.2
8566  687.0  688.1
8567  684.8  685.9
8568  682.7  683.7
8569  680.5  681.6
8570  678.4  679.5
8571  676.3  677.3
8572  674.1  675.2
8573  672.0  673.1
8574  669.9  670.9
8575  667.8  668.8
8576  665.7  666.7
8577  663.6  664.6
8578  661.5  662.5
8579  659.4  660.4
8580  657.3  658.3
8581  655.2  656.2
8582  653.1  654.1
8583  651.0  652.1
8584  649.0  650.0
8585  646.9  647.9
8586  644.8  645.9
8587  642.8  643.8
8588  640.7  641.8
8589  638.7  639.7
8590  636.7  637.7
8591  634.6  635.6
8592  632.6  633.6
8593  630.6  631.6
8594  628.5  629.6
8595  626.5  627.5
8596  624.5  625.5
8597  622.5  623.5
8598  620.5  621.5
8599  618.5  619.5
8600  616.5  617.5
8601  614.5  615.5
8602  612.6  613.6
8603  610.6  611.6
8604  608.6  609.6
8605  606.7  607.6
8606  604.7  605.7
8607  602.7  603.7
8608  600.8  601.8
8609  598.8  599.8
8610  596.9  597.9
8611  595.0  595.9
8612  593.0  594.0
8613  591.1  592.1
8614  589.2  590.2
8615  587.3  588.2
8616  585.4  586.3
8617  583.5  584.4
8618  581.6  582.5
8619  579.7  580.6
8620  577.8  578.8
8621  575.9  576.9
8622  574.1  575.0
8623  572.2  573.1
8624  570.3  571.2
8625  568.5  569.4
8626  566.6  567.5
8627  564.8  565.7
8628  562.9  563.8
8629  561.1  562.0
8630  559.2  560.2
8631  557.4  558.3
8632  555.6  556.5
8633  553.8  554.7
8634  552.0  552.9
8635  550.2  551.1
8636  548.3  549.2
8637  546.6  547.4
8638  544.8  545.7
8639  543.0  543.9
8640  541.2  542.1
8641  539.4  540.3
8642  537.6  538.5
8643  535.9  536.8
8644  534.1  535.0
8645  532.4  533.2
8646  530.6  531.5
8647  528.9  529.7
8648  527.1  528.0
8649  525.4  526.2
8650  523.6  524.5
8651  521.9  522.8
8652  520.2  521.1
8653  518.5  519.3
8654  516.8  517.6
8655  515.1  515.9
8656  513.4  514.2
8657  511.7  512.5
8658  510.0  510.8
8659  508.3  509.1
8660  506.6  507.4
8661  504.9  505.7
8662  503.2  504.1
8663  501.6  502.4
8664  499.9  500.7
8665  1011.5  1013.0
8666  1008.6  1010.1
8667  1005.8  1007.2
8668  1002.9  1004.3
8669  1000.0  1001.4
8670  997.1  998.5
8671  994.2  995.7
8672  991.4  992.8
8673  988.5  990.0
8674  985.7  987.1
8675  982.9  984.3
8676  980.0  981.4
8677  977.2  978.6
8678  974.4  975.8
8679  971.6  973.0
8680  968.8  970.2
8681  966.0  967.4
8682  963.2  964.6
8683  960.4  961.8
8684  957.6  959.0
8685  954.8  956.2
8686  952.0  953.4
8687  949.3  950.7
8688  946.5  947.9
8689  943.8  945.1
8690  941.0  942.4
8691  938.3  939.6
8692  935.5  936.9
8693  932.8  934.2
8694  930.1  931.4
8695  927.4  928.7
8696  924.7  926.0
8697  922.0  923.3
8698  919.3  920.6
8699  916.6  917.9
8700  913.9  915.2
8701  911.2  912.5
8702  908.5  909.9
8703  905.9  907.2
8704  903.2  904.5
8705  900.5  901.9
8706  897.9  899.2
8707  895.2  896.6
8708  892.6  893.9
8709  890.0  891.3
8710  887.3  888.7
8711  884.7  886.0
8712  882.1  883.4
8713  879.5  880.8
8714  876.9  878.2
8715  874.3  875.6
8716  871.7  873.0
8717  869.1  870.4
8718  866.6  867.8
8719  864.0  865.3
8720  861.4  862.7
8721  858.8  860.1
8722  856.3  857.6
8723  853.7  855.0
8724  851.2  852.5
8725  848.7  849.9
8726  846.1  847.4
8727  843.6  844.9
8728  841.1  842.3
8729  838.6  839.8
8730  836.1  837.3
8731  833.6  834.8
8732  831.1  832.3
8733  828.6  829.8
8734  826.1  827.3
8735  823.6  824.8
8736  821.1  822.4
8737  818.6  819.9
8738  816.2  817.4
8739  813.7  815.0
8740  811.3  812.5
8741  808.8  810.0
8742  806.4  807.6
8743  803.9  805.2
8744  801.5  802.7
8745  799.1  800.3
8746  796.7  797.9
8747  794.3  795.5
8748  791.9  793.1
8749  789.5  790.7
8750  787.1  788.3
8751  784.7  785.9
8752  782.3  783.5
8753  779.9  781.1
8754  777.5  778.7
8755  775.2  776.3
8756  772.8  774.0
8757  770.4  771.6
8758  768.1  769.3
8759  765.7  766.9
8760  763.4  764.6
8761  761.1  762.2
8762  758.7  759.9
8763  756.4  757.6
8764  754.1  755.2
8765  751.8  752.9
8766  749.5  750.6
8767  747.2  748.3
8768  744.9  746.0
8769  742.6  743.7
8770  740.3  741.4
8771  738.0  739.1
8772  735.7  736.9
8773  733.5  734.6
8774  731.2  732.3
8775  728.9  730.1
8776  726.7  727.8
8777  724.4  725.5
8778  722.2  723.3
8779  719.9  721.1
8780  717.7  718.8
8781  715.5  716.6
8782  713.3  714.4
8783  711.0  712.1
8784  708.8  709.9
8785  706.6  707.7
8786  704.4  705.5
8787  702.2  703.3
8788  700.0  701.1
8789  697.8  698.9
8790  695.7  696.7
8791  693.5  694.6
8792  691.3  692.4
8793  689.1  690.2
8794  687.0  688.1
8795  684.8  685.9
8796  682.7  683.7
8797  680.5  681.6
8798  678.4  679.5
8799  676.3  677.3
8800  674.1  675.2
8801  672.0  673.1
8802  669.9  670.9
8803  667.8  668.8
8804  665.7  666.7
8805  663.6  664.6
8806  661.5  662.5
8807  659.4  660.4
8808  657.3  658.3
8809  655.2  656.2
8810  653.1  654.1
8811  651.0  652.1
8812  649.0  650.0
8813  646.9  647.9
8814  644.8  645.9
8815  642.8  643.8
8816  640.7  641.8
8817  638.7  639.7
8818  636.7  637.7
8819  634.6  635.6
8820  632.6  633.6
8821  630.6  631.6
8822  628.5  629.6
8823  626.5  627.5
8824  624.5  625.5
8825  622.5  623.5
8826  620.5  621.5
8827  618.5  619.5
8828  616.5  617.5
8829  614.5  615.5
8830  612.6  613.6
8831  610.6  611.6
8832  608.6  609.6
8833  606.7  607.6
8834  604.7  605.7
8835  602.7  603.7
8836  600.8  601.8
8837  598.8  599.8
8838  596.9  597.9
8839  595.0  595.9
8840  593.0  594.0
8841  591.1  592.1
8842  589.2  590.2
8843  587.3  588.2
8844  585.4  586.3
8845  583.5  584.4
8846  581.6  582.5
8847  579.7  580.6
8848  577.8  578.8
8849  575.9  576.9
8850  574.1  575.0
8851  572.2  573.1
8852  570.3  571.2
8853  568.5  569.4
8854  566.6  567.5
8855  564.8  565.7
8856  562.9  563.8
8857  561.1  562.0
8858  559.2  560.2
8859  557.4  558.3
8860  555.6  556.5
8861  553.8  554.7
8862  552.0  552.9
8863  550.2  551.1
8864  548.3  549.2
8865  546.6  547.4
8866  544.8  545.7
8867  543.0  543.9
8868  541.2  542.1
8869  539.4  540.3
8870  537.6  538.5
8871  535.9  536.8
8872  534.1  535.0
8873  532.4  533.2
8874  530.6  531.5
8875  528.9  529.7
8876  527.1  528.0
8877  525.4  526.2
8878  523.6  524.5
8879  521.9  522.8
8880  520.2  521.1
8881  518.5  519.3
8882  516.8  517.6
8883  515.1  515.9
8884  513.4  514.2
8885  511.7  512.5
8886  510.0  510.8
8887  508.3  509.1
8888  506.6  507.4
8889  504.9  505.7
8890  503.2  504.1
8891  501.6  502.4
8892  499.9  500.7
8893  1011.5  1013.0
8894  1008.6  1010.1
8895  1005.8  1007.2
8896  1002.9  1004.3
8897  1000.0  1001.4
8898  997.1  998.5
8899  994.2  995.7
8900  991.4  992.8
8901  988.5  990.0
8902  985.7  987.1
8903  982.9  984.3
8904  980.0  981.4
8905  977.2  978.6
8906  974.4  975.8
8907  971.6  973.0
8908  968.8  970.2
8909  966.0  967.4
8910  963.2  964.6
8911  960.4  961.8
8912  957.6  959.0
8913  954.8  956.2
8914  952.0  953.4
8915  949.3  950.7
8916  946.5  947.9
8917  943.8  945.1
8918  941.0  942.4
8919  938.3  939.6
8920  935.5  936.9
8921  932.8  934.2
8922  930.1  931.4
8923  927.4  928.7
8924  924.7  926.0
8925  922.0  923.3
8926  919.3  920.6
8927  916.6  917.9
8928  913.9  915.2
8929  911.2  912.5
8930  908.5  909.9
8931  905.9  907.2
8932  903.2  904.5
8933  900.5  901.9
8934  897.9  899.2
8935  895.2  896.6
8936  892.6  893.9
8937  890.0  891.3
8938  887.3  888.7
8939  884.7  886.0
8940  882.1  883.4
8941  879.5  880.8
8942  876.9  878.2
8943  874.3  875.6
8944  871.7  873.0
8945  869.1  870.4
8946  866.6  867.8
8947  864.0  865.3
8948  861.4  862.7
8949  858.8  860.1
8950  856.3  857.6
8951  853.7  855.0
8952  851.2  852.5
8953  848.7  849.9
8954  846.1  847.4
8955  843.6  844.9
8956  841.1  842.3
8957  838.6  839.8
8958  836.1  837.3
8959  833.6  834.8
8960  831.1  832.3
8961  828.6  829.8
8962  826.1  827.3
8963  823.6  824.8
8964  821.1  822.4
8965  818.6  819.9
8966  816.2  817.4
8967  813.7  815.0
8968  811.3  812.5
8969  808.8  810.0
8970  806.4  807.6
8971  803.9  805.2
8972  801.5  802.7
8973  799.1  800.3
8974  796.7  797.9
8975  794.3  795.5
8976  791.9  793.1
8977  789.5  790.7
8978  787.1  788.3
8979  784.7  785.9
8980  782.3  783.5
8981  779.9  781.1
8982  777.5  778.7
8983  775.2  776.3
8984  772.8  774.0
8985  770.4  771.6
8986  768.1  769.3
8987  765.7  766.9
8988  763.4  764.6
8989  761.1  762.2
8990  758.7  759.9
8991  756.4  757.6
8992  754.1  755.2
8993  751.8  752.9
8994  749.5  750.6
8995  747.2  748.3
8996  744.9  746.0
8997  742.6  743.7
8998  740.3  741.4
8999  738.0  739.1
9000  735.7  736.9
9001  733.5  734.6
9002  731.2  732.3
9003  728.9  730.1
9004  726.7  727.8
9005  724.4  725.5
9006  722.2  723.3
9007  719.9  721.1
9008  717.7  718.8
9009  715.5  716.6
9010  713.2  714.4
9011  711.0  712.1
9012  708.8  709.9
9013  706.6  707.7
9014  704.4  705.5
9015  702.2  703.3
9016  700.0  701.1
9017  697.8  698.9
9018  695.7  696.7
9019  693.5  694.6
9020  691.3  692.4
9021  689.1  690.2
9022  687.0  688.1
9023  684.8  685.9
9024  682.7  683.7
9025  680.5  681.6
9026  678.4  679.5
9027  676.3  677.3
9028  674.1  675.2
9029  672.0  673.1
9030  669.9  670.9
9031  667.8  668.8
9032  665.7  666.7
9033  663.5  664.6
9034  661.5  662.5
9035  659.4  660.4
9036  657.3  658.3
9037  655.2  656.2
9038  653.1  654.1
9039  651.0  652.1
9040  649.0  650.0
9041  646.9  647.9
9042  644.8  645.9
9043  642.8  643.8
9044  640.7  641.8
9045  638.7  639.7
9046  636.7  637.7
9047  634.6  635.6
9048  632.6  633.6
9049  630.6  631.6
9050  628.5  629.6
9051  626.5  627.5
9052  624.5  625.5
9053  622.5  623.5
9054  620.5  621.5
9055  618.5  619.5
9056  616.5  617.5
9057  614.5  615.5
9058  612.6  613.6
9059  610.6  611.6
9060  608.6  609.6
9061  606.7  607.6
9062  604.7  605.7
9063  602.7  603.7
9064  600.8  601.8
9065  598.8  599.8
9066  596.9  597.9
9067  595.0  595.9
9068  593.0  594.0
9069  591.1  592.1
9070  589.2  590.2
9071  587.3  588.2
9072  585.4  586.3
9073  583.5  584.4
9074  581.6  582.5
9075  579.7  580.6
9076  577.8  578.7
9077  575.9  576.9
9078  574.1  575.0
9079  572.2  573.1
9080  570.3  571.2
9081  568.5  569.4
9082  566.6  567.5
9083  564.8  565.7
9084  562.9  563.8
9085  561.1  562.0
9086  559.2  560.2
9087  557.4  558.3
9088  555.6  556.5
9089  553.8  554.7
9090  552.0  552.9
9091  550.1  551.1
9092  548.3  549.2
9093  546.5  547.4
9094  544.8  545.7
9095  543.0  543.9
9096  541.2  542.1
9097  539.4  540.3
9098  537.6  538.5
9099  535.9  536.8
9100  534.1  535.0
9101  532.4  533.2
9102  530.6  531.5
9103  528.9  529.7
9104  527.1  528.0
9105  525.4  526.2
9106  523.6  524.5
9107  521.9  522.8
9108  520.2  521.1
9109  518.5  519.3
9110  516.8  517.6
9111  515.1  515.9
9112  513.4  514.2
9113  511.7  512.5
9114  510.0  510.8
9115  508.3  509.1
9116  506.6  507.4
9117  504.9  505.7
9118  503.2  504.1
9119  501.6  502.4
9120  499.9  500.7
9121  1011.5  1013.0
9122  1008.6  1010.1
9123  1005.8  1007.2
9124  1002.9  1004.3
9125  1000.0  1001.4
9126  997.1  998.5
9127  994.2  995.7
9128  991.4  992.8
9129  988.5  990.0
9130  985.7  987.1
9131  982.9  984.3
9132  980.0  981.4
9133  977.2  978.6
9134  974.4  975.8
9135  971.6  973.0
9136  968.8  970.2
9137  966.0  967.4
9138  963.2  964.6
9139  960.4  961.8
9140  957.6  959.0
9141  954.8  956.2
9142  952.0  953.4
9143  949.3  950.7
9144  946.5  947.9
9145  943.8  945.1
9146  941.0  942.4
9147  938.3  939.6
9148  935.5  936.9
9149  932.8  934.2
9150  930.1  931.4
9151  927.4  928.7
9152  924.7  926.0
9153  922.0  923.3
9154  919.3  920.6
9155  916.6  917.9
9156  913.9  915.2
9157  911.2  912.5
9158  908.5  909.9
9159  905.9  907.2
9160  903.2  904.5
9161  900.5  901.9
9162  897.9  899.2
9163  895.2  896.6
9164  892.6  893.9
9165  890.0  891.3
9166  887.3  888.7
9167  884.7  886.0
9168  882.1  883.4
9169  879.5  880.8
9170  876.9  878.2
9171  874.3  875.6
9172  871.7  873.0
9173  869.1  870.4
9174  866.6  867.8
9175  864.0  865.3
9176  861.4  862.7
9177  858.8  860.1
9178  856.3  857.6
9179  853.7  855.0
9180  851.2  852.5
9181  848.7  849.9
9182  846.1  847.4
9183  843.6  844.9
9184  841.1  842.3
9185  838.6  839.8
9186  836.1  837.3
9187  833.6  834.8
9188  831.1  832.3
9189  828.6  829.8
9190  826.1  827.3
9191  823.6  824.8
9192  821.1  822.4
9193  818.6  819.9
9194  816.2  817.4
9195  813.7  815.0
9196  811.3  812.5
9197  808.8  810.0
9198  806.4  807.6
9199  803.9  805.2
9200  801.5  802.7
9201  799.1  800.3
9202  796.7  797.9
9203  794.3  795.5
9204  791.9  793.1
9205  789.5  790.7
9206  787.1  788.3
9207  784.7  785.9
9208  782.3  783.5
9209  779.9  781.1
9210  777.5  778.7
9211  775.2  776.3
9212  772.8  774.0
9213  770.4  771.6
9214  768.1  769.3
9215  765.7  766.9
9216  763.4  764.6
9217  761.1  762.2
9218  758.7  759.9
9219  756.4  757.6
9220  754.1  755.2
9221  751.8  752.9
9222  749.5  750.6
9223  747.2  748.3
9224  744.9  746.0
9225  742.6  743.7
9226  740.3  741.4
9227  738.0  739.1
9228  735.7  736.9
9229  733.5  734.6
9230  731.2  732.3
9231  728.9  730.1
9232  726.7  727.8
9233  724.4  725.5
9234  722.2  723.3
9235  719.9  721.1
9236  717.7  718.8
9237  715.5  716.6
9238  713.2  714.4
9239  711.0  712.1
9240  708.8  709.9
9241  706.6  707.7
9242  704.4  705.5
9243  702.2  703.3
9244  700.0  701.1
9245  697.8  698.9
9246  695.7  696.7
9247  693.5  694.6
9248  691.3  692.4
9249  689.1  690.2
9250  687.0  688.1
9251  684.8  685.9
9252  682.7  683.7
9253  680.5  681.6
9254  678.4  679.5
9255  676.3  677.3
9256  674.1  675.2
9257  672.0  673.1
9258  669.9  670.9
9259  667.8  668.8
9260  665.7  666.7
9261  663.5  664.6
9262  661.4  662.5
9263  659.4  660.4
9264  657.3  658.3
9265  655.2  656.2
9266  653.1  654.1
9267  651.0  652.1
9268  649.0  650.0
9269  646.9  647.9
9270  644.8  645.9
9271  642.8  643.8
9272  640.7  641.8
9273  638.7  639.7
9274  636.7  637.7
9275  634.6  635.6
9276  632.6  633.6
9277  630.6  631.6
9278  628.5  629.6
9279  626.5  627.5
9280  624.5  625.5
9281  622.5  623.5
9282  620.5  621.5
9283  618.5  619.5
9284  616.5  617.5
9285  614.5  615.5
9286  612.6  613.6
9287  610.6  611.6
9288  608.6  609.6
9289  606.7  607.6
9290  604.7  605.7
9291  602.7  603.7
9292  600.8  601.8
9293  598.8  599.8
9294  596.9  597.9
9295  595.0  595.9
9296  593.0  594.0
9297  591.1  592.1
9298  589.2  590.2
9299  587.3  588.2
9300  585.4  586.3
9301  583.5  584.4
9302  581.6  582.5
9303  579.7  580.6
9304  577.8  578.7
9305  575.9  576.9
9306  574.1  575.0
9307  572.2  573.1
9308  570.3  571.2
9309  568.5  569.4
9310  566.6  567.5
9311  564.8  565.7
9312  562.9  563.8
9313  561.1  562.0
9314  559.2  560.2
9315  557.4  558.3
9316  555.6  556.5
9317  553.8  554.7
9318  552.0  552.9
9319  550.1  551.1
9320  548.3  549.2
9321  546.5  547.4
9322  544.8  545.7
9323  543.0  543.9
9324  541.2  542.1
9325  539.4  540.3
9326  537.6  538.5
9327  535.9  536.8
9328  534.1  535.0
9329  532.4  533.2
9330  530.6  531.5
9331  528.9  529.7
9332  527.1  528.0
9333  525.4  526.2
9334  523.6  524.5
9335  521.9  522.8
9336  520.2  521.1
9337  518.5  519.3
9338  516.8  517.6
9339  515.1  515.9
9340  513.3  514.2
9341  511.7  512.5
9342  510.0  510.8
9343  508.3  509.1
9344  506.6  507.4
9345  504.9  505.7
9346  503.2  504.1
9347  501.6  502.4
9348  499.9  500.7
9349  1011.5  1013.0
9350  1008.6  1010.1
9351  1005.8  1007.2
9352  1002.9  1004.3
9353  1000.0  1001.4
9354  997.1  998.5
9355  994.2  995.7
9356  991.4  992.8
9357  988.5  990.0
9358  985.7  987.1
9359  982.9  984.3
9360  980.0  981.4
9361  977.2  978.6
9362  974.4  975.8
9363  971.6  973.0
9364  968.8  970.2
9365  966.0  967.4
9366  963.2  964.6
9367  960.4  961.8
9368  957.6  959.0
9369  954.8  956.2
9370  952.0  953.4
9371  949.3  950.7
9372  946.5  947.9
9373  943.8  945.1
9374  941.0  942.4
9375  938.3  939.6
9376  935.5  936.9
9377  932.8  934.2
9378  930.1  931.4
9379  927.4  928.7
9380  924.7  926.0
9381  922.0  923.3
9382  919.3  920.6
9383  916.6  917.9
9384  913.9  915.2
9385  911.2  912.5
9386  908.5  909.9
9387  905.9  907.2
9388  903.2  904.5
9389  900.5  901.9
9390  897.9  899.2
9391  895.2  896.6
9392  892.6  893.9
9393  890.0  891.3
9394  887.3  888.7
9395  884.7  886.0
9396  882.1  883.4
9397  879.5  880.8
9398  876.9  878.2
9399  874.3  875.6
9400  871.7  873.0
9401  869.1  870.4
9402  866.6  867.8
9403  864.0  865.3
9404  861.4  862.7
9405  858.8  860.1
9406  856.3  857.6
9407  853.7  855.0
9408  851.2  852.5
9409  848.7  849.9
9410  846.1  847.4
9411  843.6  844.9
9412  841.1  842.3
9413  838.6  839.8
9414  836.1  837.3
9415  833.6  834.8
