#layer  Play  Plev
78660  500.4  501.2
78661  1011.6  1013.0
78662  1008.7  1010.1
78663  1005.8  1007.3
78664  1003.0  1004.4
78665  1000.1  1001.6
78666  997.3  998.7
78667  994.4  995.9
78668  991.6  993.0
78669  988.8  990.2
78670  986.0  987.4
78671  983.1  984.5
78672  980.3  981.7
78673  977.5  978.9
78674  974.7  976.1
78675  971.9  973.3
78676  969.1  970.5
78677  966.3  967.7
78678  963.6  965.0
78679  960.8  962.2
78680  958.0  959.4
78681  955.3  956.6
78682  952.5  953.9
78683  949.8  951.1
78684  947.0  948.4
78685  944.3  945.7
78686  941.6  942.9
78687  938.8  940.2
78688  936.1  937.5
78689  933.4  934.7
78690  930.7  932.0
78691  928.0  929.3
78692  925.3  926.6
78693  922.6  923.9
78694  919.9  921.2
78695  917.2  918.6
78696  914.5  915.9
78697  911.9  913.2
78698  909.2  910.5
78699  906.5  907.9
78700  903.9  905.2
78701  901.2  902.6
78702  898.6  899.9
78703  896.0  897.3
78704  893.3  894.6
78705  890.7  892.0
78706  888.1  889.4
78707  885.5  886.8
78708  882.9  884.2
78709  880.3  881.6
78710  877.7  879.0
78711  875.1  876.4
78712  872.5  873.8
78713  869.9  871.2
78714  867.3  868.6
78715  864.7  866.0
78716  862.2  863.5
78717  859.6  860.9
78718  857.1  858.3
78719  854.5  855.8
78720  852.0  853.2
78721  849.4  850.7
78722  846.9  848.2
78723  844.4  845.6
78724  841.8  843.1
78725  839.3  840.6
78726  836.8  838.1
78727  834.3  835.6
78728  831.8  833.1
78729  829.3  830.6
78730  826.8  828.1
78731  824.4  825.6
78732  821.9  823.1
78733  819.4  820.6
78734  816.9  818.2
78735  814.5  815.7
78736  812.0  813.2
78737  809.6  810.8
78738  807.1  808.3
78739  804.7  805.9
78740  802.2  803.5
78741  799.8  801.0
78742  797.4  798.6
78743  795.0  796.2
78744  792.6  793.8
78745  790.2  791.4
78746  787.8  789.0
78747  785.4  786.6
78748  783.0  784.2
78749  780.6  781.8
78750  778.2  779.4
78751  775.9  777.0
78752  773.5  774.7
78753  771.1  772.3
78754  768.8  769.9
78755  766.4  767.6
78756  764.1  765.2
78757  761.7  762.9
78758  759.4  760.6
78759  757.1  758.2
78760  754.8  755.9
78761  752.4  753.6
78762  750.1  751.3
78763  747.8  749.0
78764  745.5  746.7
78765  743.2  744.4
78766  740.9  742.1
78767  738.6  739.8
78768  736.4  737.5
78769  734.1  735.2
78770  731.8  733.0
78771  729.6  730.7
78772  727.3  728.4
78773  725.1  726.2
78774  722.8  723.9
78775  720.6  721.7
78776  718.3  719.4
78777  716.1  717.2
78778  713.9  715.0
78779  711.6  712.8
78780  709.4  710.5
78781  707.2  708.3
78782  705.0  706.1
78783  702.8  703.9
78784  700.6  701.7
78785  698.4  699.5
78786  696.3  697.3
78787  694.1  695.2
78788  691.9  693.0
78789  689.7  690.8
78790  687.6  688.6
78791  685.4  686.5
78792  683.3  684.3
78793  681.1  682.2
78794  679.0  680.0
78795  676.8  677.9
78796  674.7  675.8
78797  672.6  673.6
78798  670.4  671.5
78799  668.3  669.4
78800  666.2  667.3
78801  664.1  665.2
78802  662.0  663.1
78803  659.9  661.0
78804  657.8  658.9
78805  655.7  656.8
78806  653.7  654.7
78807  651.6  652.6
78808  649.5  650.5
78809  647.4  648.5
78810  645.4  646.4
78811  643.3  644.3
78812  641.3  642.3
78813  639.2  640.2
78814  637.2  638.2
78815  635.1  636.2
78816  633.1  634.1
78817  631.1  632.1
78818  629.1  630.1
78819  627.1  628.1
78820  625.0  626.0
78821  623.0  624.0
78822  621.0  622.0
78823  619.0  620.0
78824  617.0  618.0
78825  615.1  616.1
78826  613.1  614.1
78827  611.1  612.1
78828  609.1  610.1
78829  607.2  608.1
78830  605.2  606.2
78831  603.3  604.2
78832  601.3  602.3
78833  599.4  600.3
78834  597.4  598.4
78835  595.5  596.4
78836  593.5  594.5
78837  591.6  592.6
78838  589.7  590.7
78839  587.8  588.7
78840  585.9  586.8
78841  584.0  584.9
78842  582.1  583.0
78843  580.2  581.1
78844  578.3  579.2
78845  576.4  577.4
78846  574.5  575.5
78847  572.7  573.6
78848  570.8  571.7
78849  569.0  569.9
78850  567.1  568.0
78851  565.2  566.2
78852  563.4  564.3
78853  561.6  562.5
78854  559.7  560.6
78855  557.9  558.8
78856  556.1  557.0
78857  554.3  555.2
78858  552.4  553.4
78859  550.6  551.5
78860  548.8  549.7
78861  547.0  547.9
78862  545.2  546.1
78863  543.5  544.3
78864  541.7  542.6
78865  539.9  540.8
78866  538.1  539.0
78867  536.4  537.2
78868  534.6  535.5
78869  532.8  533.7
78870  531.1  532.0
78871  529.3  530.2
78872  527.6  528.5
78873  525.9  526.7
78874  524.1  525.0
78875  522.4  523.3
78876  520.7  521.5
78877  519.0  519.8
78878  517.2  518.1
78879  515.5  516.4
78880  513.8  514.7
78881  512.1  513.0
78882  510.4  511.3
78883  508.7  509.6
78884  507.1  507.9
78885  505.4  506.2
78886  503.7  504.5
78887  502.0  502.9
78888  500.4  501.2
78889  1011.6  1013.0
78890  1008.7  1010.1
78891  1005.8  1007.3
78892  1003.0  1004.4
78893  1000.1  1001.6
78894  997.3  998.7
78895  994.4  995.9
78896  991.6  993.0
78897  988.8  990.2
78898  986.0  987.4
78899  983.1  984.5
78900  980.3  981.7
78901  977.5  978.9
78902  974.7  976.1
78903  971.9  973.3
78904  969.1  970.5
78905  966.3  967.7
78906  963.6  965.0
78907  960.8  962.2
78908  958.0  959.4
78909  955.3  956.7
78910  952.5  953.9
78911  949.8  951.1
78912  947.0  948.4
78913  944.3  945.7
78914  941.6  942.9
78915  938.8  940.2
78916  936.1  937.5
78917  933.4  934.7
78918  930.7  932.0
78919  928.0  929.3
78920  925.3  926.6
78921  922.6  923.9
78922  919.9  921.2
78923  917.2  918.6
78924  914.5  915.9
78925  911.9  913.2
78926  909.2  910.5
78927  906.5  907.9
78928  903.9  905.2
78929  901.2  902.6
78930  898.6  899.9
78931  896.0  897.3
78932  893.3  894.6
78933  890.7  892.0
78934  888.1  889.4
78935  885.5  886.8
78936  882.9  884.2
78937  880.3  881.6
78938  877.7  879.0
78939  875.1  876.4
78940  872.5  873.8
78941  869.9  871.2
78942  867.3  868.6
78943  864.7  866.0
78944  862.2  863.5
78945  859.6  860.9
78946  857.1  858.3
78947  854.5  855.8
78948  852.0  853.2
78949  849.4  850.7
78950  846.9  848.2
78951  844.4  845.6
78952  841.9  843.1
78953  839.3  840.6
78954  836.8  838.1
78955  834.3  835.6
78956  831.8  833.1
78957  829.3  830.6
78958  826.8  828.1
78959  824.4  825.6
78960  821.9  823.1
78961  819.4  820.6
78962  816.9  818.2
78963  814.5  815.7
78964  812.0  813.2
78965  809.6  810.8
78966  807.1  808.3
78967  804.7  805.9
78968  802.3  803.5
78969  799.8  801.0
78970  797.4  798.6
78971  795.0  796.2
78972  792.6  793.8
78973  790.2  791.4
78974  787.8  789.0
78975  785.4  786.6
78976  783.0  784.2
78977  780.6  781.8
78978  778.2  779.4
78979  775.9  777.0
78980  773.5  774.7
78981  771.1  772.3
78982  768.8  770.0
78983  766.4  767.6
78984  764.1  765.3
78985  761.7  762.9
78986  759.4  760.6
78987  757.1  758.2
78988  754.8  755.9
78989  752.4  753.6
78990  750.1  751.3
78991  747.8  749.0
78992  745.5  746.7
78993  743.2  744.4
78994  740.9  742.1
78995  738.7  739.8
78996  736.4  737.5
78997  734.1  735.2
78998  731.8  733.0
78999  729.6  730.7
79000  727.3  728.4
79001  725.1  726.2
79002  722.8  723.9
79003  720.6  721.7
79004  718.3  719.4
79005  716.1  717.2
79006  713.9  715.0
79007  711.7  712.8
79008  709.4  710.5
79009  707.2  708.3
79010  705.0  706.1
79011  702.8  703.9
79012  700.6  701.7
79013  698.4  699.5
79014  696.3  697.3
79015  694.1  695.2
79016  691.9  693.0
79017  689.7  690.8
79018  687.6  688.7
79019  685.4  686.5
79020  683.3  684.3
79021  681.1  682.2
79022  679.0  680.0
79023  676.8  677.9
79024  674.7  675.8
79025  672.6  673.6
79026  670.4  671.5
79027  668.3  669.4
79028  666.2  667.3
79029  664.1  665.2
79030  662.0  663.1
79031  659.9  661.0
79032  657.8  658.9
79033  655.7  656.8
79034  653.7  654.7
79035  651.6  652.6
79036  649.5  650.5
79037  647.4  648.5
79038  645.4  646.4
79039  643.3  644.4
79040  641.3  642.3
79041  639.2  640.2
79042  637.2  638.2
79043  635.1  636.2
79044  633.1  634.1
79045  631.1  632.1
79046  629.1  630.1
79047  627.1  628.1
79048  625.0  626.0
79049  623.0  624.0
79050  621.0  622.0
79051  619.0  620.0
79052  617.0  618.0
79053  615.1  616.1
79054  613.1  614.1
79055  611.1  612.1
79056  609.1  610.1
79057  607.2  608.2
79058  605.2  606.2
79059  603.3  604.2
79060  601.3  602.3
79061  599.4  600.3
79062  597.4  598.4
79063  595.5  596.4
79064  593.6  594.5
79065  591.6  592.6
79066  589.7  590.7
79067  587.8  588.8
79068  585.9  586.8
79069  584.0  584.9
79070  582.1  583.0
79071  580.2  581.1
79072  578.3  579.3
79073  576.4  577.4
79074  574.6  575.5
79075  572.7  573.6
79076  570.8  571.7
79077  569.0  569.9
79078  567.1  568.0
79079  565.2  566.2
79080  563.4  564.3
79081  561.6  562.5
79082  559.7  560.6
79083  557.9  558.8
79084  556.1  557.0
79085  554.3  555.2
79086  552.4  553.4
79087  550.6  551.5
79088  548.8  549.7
79089  547.0  547.9
79090  545.2  546.1
79091  543.5  544.3
79092  541.7  542.6
79093  539.9  540.8
79094  538.1  539.0
79095  536.4  537.2
79096  534.6  535.5
79097  532.8  533.7
79098  531.1  532.0
79099  529.3  530.2
79100  527.6  528.5
79101  525.9  526.7
79102  524.1  525.0
79103  522.4  523.3
79104  520.7  521.5
79105  519.0  519.8
79106  517.2  518.1
79107  515.5  516.4
79108  513.8  514.7
79109  512.1  513.0
79110  510.4  511.3
79111  508.7  509.6
79112  507.1  507.9
79113  505.4  506.2
79114  503.7  504.5
79115  502.0  502.9
79116  500.4  501.2
79117  1011.6  1013.0
79118  1008.7  1010.1
79119  1005.8  1007.3
79120  1003.0  1004.4
79121  1000.1  1001.6
79122  997.3  998.7
79123  994.4  995.9
79124  991.6  993.0
79125  988.8  990.2
79126  986.0  987.4
79127  983.1  984.5
79128  980.3  981.7
79129  977.5  978.9
79130  974.7  976.1
79131  971.9  973.3
79132  969.1  970.5
79133  966.3  967.7
79134  963.6  965.0
79135  960.8  962.2
79136  958.0  959.4
79137  955.3  956.7
79138  952.5  953.9
79139  949.8  951.1
79140  947.0  948.4
79141  944.3  945.7
79142  941.6  942.9
79143  938.8  940.2
79144  936.1  937.5
79145  933.4  934.7
79146  930.7  932.0
79147  928.0  929.3
79148  925.3  926.6
79149  922.6  923.9
79150  919.9  921.2
79151  917.2  918.6
79152  914.5  915.9
79153  911.9  913.2
79154  909.2  910.5
79155  906.5  907.9
79156  903.9  905.2
79157  901.2  902.6
79158  898.6  899.9
79159  896.0  897.3
79160  893.3  894.6
79161  890.7  892.0
79162  888.1  889.4
79163  885.5  886.8
79164  882.9  884.2
79165  880.3  881.6
79166  877.7  879.0
79167  875.1  876.4
79168  872.5  873.8
79169  869.9  871.2
79170  867.3  868.6
79171  864.7  866.0
79172  862.2  863.5
79173  859.6  860.9
79174  857.1  858.3
79175  854.5  855.8
79176  852.0  853.2
79177  849.4  850.7
79178  846.9  848.2
79179  844.4  845.6
79180  841.9  843.1
79181  839.3  840.6
79182  836.8  838.1
79183  834.3  835.6
79184  831.8  833.1
79185  829.3  830.6
79186  826.8  828.1
79187  824.4  825.6
79188  821.9  823.1
79189  819.4  820.6
79190  816.9  818.2
79191  814.5  815.7
79192  812.0  813.2
79193  809.6  810.8
79194  807.1  808.3
79195  804.7  805.9
79196  802.3  803.5
79197  799.8  801.0
79198  797.4  798.6
79199  795.0  796.2
79200  792.6  793.8
79201  790.2  791.4
79202  787.8  789.0
79203  785.4  786.6
79204  783.0  784.2
79205  780.6  781.8
79206  778.2  779.4
79207  775.9  777.0
79208  773.5  774.7
79209  771.1  772.3
79210  768.8  770.0
79211  766.4  767.6
79212  764.1  765.3
79213  761.7  762.9
79214  759.4  760.6
79215  757.1  758.2
79216  754.8  755.9
79217  752.4  753.6
79218  750.1  751.3
79219  747.8  749.0
79220  745.5  746.7
79221  743.2  744.4
79222  740.9  742.1
79223  738.7  739.8
79224  736.4  737.5
79225  734.1  735.2
79226  731.8  733.0
79227  729.6  730.7
79228  727.3  728.4
79229  725.1  726.2
79230  722.8  723.9
79231  720.6  721.7
79232  718.3  719.5
79233  716.1  717.2
79234  713.9  715.0
79235  711.7  712.8
79236  709.4  710.5
79237  707.2  708.3
79238  705.0  706.1
79239  702.8  703.9
79240  700.6  701.7
79241  698.4  699.5
79242  696.3  697.3
79243  694.1  695.2
79244  691.9  693.0
79245  689.7  690.8
79246  687.6  688.7
79247  685.4  686.5
79248  683.3  684.3
79249  681.1  682.2
79250  679.0  680.0
79251  676.8  677.9
79252  674.7  675.8
79253  672.6  673.6
79254  670.5  671.5
79255  668.3  669.4
79256  666.2  667.3
79257  664.1  665.2
79258  662.0  663.1
79259  659.9  661.0
79260  657.8  658.9
79261  655.7  656.8
79262  653.7  654.7
79263  651.6  652.6
79264  649.5  650.5
79265  647.4  648.5
79266  645.4  646.4
79267  643.3  644.4
79268  641.3  642.3
79269  639.2  640.3
79270  637.2  638.2
79271  635.2  636.2
79272  633.1  634.1
79273  631.1  632.1
79274  629.1  630.1
79275  627.1  628.1
79276  625.0  626.0
79277  623.0  624.0
79278  621.0  622.0
79279  619.0  620.0
79280  617.1  618.0
79281  615.1  616.1
79282  613.1  614.1
79283  611.1  612.1
79284  609.1  610.1
79285  607.2  608.2
79286  605.2  606.2
79287  603.3  604.2
79288  601.3  602.3
79289  599.4  600.3
79290  597.4  598.4
79291  595.5  596.4
79292  593.6  594.5
79293  591.6  592.6
79294  589.7  590.7
79295  587.8  588.8
79296  585.9  586.8
79297  584.0  584.9
79298  582.1  583.0
79299  580.2  581.1
79300  578.3  579.3
79301  576.4  577.4
79302  574.6  575.5
79303  572.7  573.6
79304  570.8  571.7
79305  569.0  569.9
79306  567.1  568.0
79307  565.3  566.2
79308  563.4  564.3
79309  561.6  562.5
79310  559.7  560.7
79311  557.9  558.8
79312  556.1  557.0
79313  554.3  555.2
79314  552.4  553.4
79315  550.6  551.5
79316  548.8  549.7
79317  547.0  547.9
79318  545.2  546.1
79319  543.5  544.4
79320  541.7  542.6
79321  539.9  540.8
79322  538.1  539.0
79323  536.4  537.2
79324  534.6  535.5
79325  532.8  533.7
79326  531.1  532.0
79327  529.3  530.2
79328  527.6  528.5
79329  525.9  526.7
79330  524.1  525.0
79331  522.4  523.3
79332  520.7  521.5
79333  519.0  519.8
79334  517.2  518.1
79335  515.5  516.4
79336  513.8  514.7
79337  512.1  513.0
79338  510.4  511.3
79339  508.8  509.6
79340  507.1  507.9
79341  505.4  506.2
79342  503.7  504.6
79343  502.0  502.9
79344  500.4  501.2
79345  1011.6  1013.0
79346  1008.7  1010.1
79347  1005.8  1007.3
79348  1003.0  1004.4
79349  1000.1  1001.6
79350  997.3  998.7
79351  994.4  995.9
79352  991.6  993.0
79353  988.8  990.2
79354  986.0  987.4
79355  983.1  984.5
79356  980.3  981.7
79357  977.5  978.9
79358  974.7  976.1
79359  971.9  973.3
79360  969.1  970.5
79361  966.3  967.7
79362  963.6  965.0
79363  960.8  962.2
79364  958.0  959.4
79365  955.3  956.7
79366  952.5  953.9
79367  949.8  951.1
79368  947.0  948.4
79369  944.3  945.7
79370  941.6  942.9
79371  938.8  940.2
79372  936.1  937.5
79373  933.4  934.7
79374  930.7  932.0
79375  928.0  929.3
79376  925.3  926.6
79377  922.6  923.9
79378  919.9  921.2
79379  917.2  918.6
79380  914.5  915.9
79381  911.9  913.2
79382  909.2  910.5
79383  906.5  907.9
79384  903.9  905.2
79385  901.2  902.6
79386  898.6  899.9
79387  896.0  897.3
79388  893.3  894.7
79389  890.7  892.0
79390  888.1  889.4
79391  885.5  886.8
79392  882.9  884.2
79393  880.3  881.6
79394  877.7  879.0
79395  875.1  876.4
79396  872.5  873.8
79397  869.9  871.2
79398  867.3  868.6
79399  864.8  866.0
79400  862.2  863.5
79401  859.6  860.9
79402  857.1  858.3
79403  854.5  855.8
79404  852.0  853.3
79405  849.4  850.7
79406  846.9  848.2
79407  844.4  845.6
79408  841.9  843.1
79409  839.3  840.6
79410  836.8  838.1
79411  834.3  835.6
79412  831.8  833.1
79413  829.3  830.6
79414  826.8  828.1
79415  824.4  825.6
79416  821.9  823.1
79417  819.4  820.6
79418  816.9  818.2
79419  814.5  815.7
79420  812.0  813.3
79421  809.6  810.8
79422  807.1  808.4
79423  804.7  805.9
79424  802.3  803.5
79425  799.8  801.0
79426  797.4  798.6
79427  795.0  796.2
79428  792.6  793.8
79429  790.2  791.4
79430  787.8  789.0
79431  785.4  786.6
79432  783.0  784.2
79433  780.6  781.8
79434  778.2  779.4
79435  775.9  777.0
79436  773.5  774.7
79437  771.1  772.3
79438  768.8  770.0
79439  766.4  767.6
79440  764.1  765.3
79441  761.7  762.9
79442  759.4  760.6
79443  757.1  758.2
79444  754.8  755.9
79445  752.4  753.6
79446  750.1  751.3
79447  747.8  749.0
79448  745.5  746.7
79449  743.2  744.4
79450  740.9  742.1
79451  738.7  739.8
79452  736.4  737.5
79453  734.1  735.2
79454  731.8  733.0
79455  729.6  730.7
79456  727.3  728.4
79457  725.1  726.2
79458  722.8  723.9
79459  720.6  721.7
79460  718.3  719.5
79461  716.1  717.2
79462  713.9  715.0
79463  711.7  712.8
79464  709.4  710.5
79465  707.2  708.3
79466  705.0  706.1
79467  702.8  703.9
79468  700.6  701.7
79469  698.4  699.5
79470  696.3  697.4
79471  694.1  695.2
79472  691.9  693.0
79473  689.7  690.8
79474  687.6  688.7
79475  685.4  686.5
79476  683.3  684.3
79477  681.1  682.2
79478  679.0  680.0
79479  676.8  677.9
79480  674.7  675.8
79481  672.6  673.6
79482  670.5  671.5
79483  668.3  669.4
79484  666.2  667.3
79485  664.1  665.2
79486  662.0  663.1
79487  659.9  661.0
79488  657.8  658.9
79489  655.7  656.8
79490  653.7  654.7
79491  651.6  652.6
79492  649.5  650.5
79493  647.4  648.5
79494  645.4  646.4
79495  643.3  644.4
79496  641.3  642.3
79497  639.2  640.3
79498  637.2  638.2
79499  635.2  636.2
79500  633.1  634.1
79501  631.1  632.1
79502  629.1  630.1
79503  627.1  628.1
79504  625.0  626.1
79505  623.0  624.0
79506  621.0  622.0
79507  619.0  620.0
79508  617.1  618.0
79509  615.1  616.1
79510  613.1  614.1
79511  611.1  612.1
79512  609.1  610.1
79513  607.2  608.2
79514  605.2  606.2
79515  603.3  604.2
79516  601.3  602.3
79517  599.4  600.3
79518  597.4  598.4
79519  595.5  596.5
79520  593.6  594.5
79521  591.6  592.6
79522  589.7  590.7
79523  587.8  588.8
79524  585.9  586.8
79525  584.0  584.9
79526  582.1  583.0
79527  580.2  581.1
79528  578.3  579.3
79529  576.4  577.4
79530  574.6  575.5
79531  572.7  573.6
79532  570.8  571.8
79533  569.0  569.9
79534  567.1  568.0
79535  565.3  566.2
79536  563.4  564.3
79537  561.6  562.5
79538  559.7  560.7
79539  557.9  558.8
79540  556.1  557.0
79541  554.3  555.2
79542  552.5  553.4
79543  550.6  551.5
79544  548.8  549.7
79545  547.0  547.9
79546  545.2  546.1
79547  543.5  544.4
79548  541.7  542.6
79549  539.9  540.8
79550  538.1  539.0
79551  536.4  537.2
79552  534.6  535.5
79553  532.8  533.7
79554  531.1  532.0
79555  529.3  530.2
79556  527.6  528.5
79557  525.9  526.7
79558  524.1  525.0
79559  522.4  523.3
79560  520.7  521.5
79561  519.0  519.8
79562  517.2  518.1
79563  515.5  516.4
79564  513.8  514.7
79565  512.1  513.0
79566  510.4  511.3
79567  508.8  509.6
79568  507.1  507.9
79569  505.4  506.2
79570  503.7  504.6
79571  502.0  502.9
79572  500.4  501.2
79573  1011.6  1013.0
79574  1008.7  1010.1
79575  1005.8  1007.3
79576  1003.0  1004.4
79577  1000.1  1001.6
79578  997.3  998.7
79579  994.4  995.9
79580  991.6  993.0
79581  988.8  990.2
79582  986.0  987.4
79583  983.1  984.5
79584  980.3  981.7
79585  977.5  978.9
79586  974.7  976.1
79587  971.9  973.3
79588  969.1  970.5
79589  966.4  967.7
79590  963.6  965.0
79591  960.8  962.2
79592  958.0  959.4
79593  955.3  956.7
79594  952.5  953.9
79595  949.8  951.1
79596  947.0  948.4
79597  944.3  945.7
79598  941.6  942.9
79599  938.8  940.2
79600  936.1  937.5
79601  933.4  934.8
79602  930.7  932.0
79603  928.0  929.3
79604  925.3  926.6
79605  922.6  923.9
79606  919.9  921.2
79607  917.2  918.6
79608  914.5  915.9
79609  911.9  913.2
79610  909.2  910.5
79611  906.6  907.9
79612  903.9  905.2
79613  901.2  902.6
79614  898.6  899.9
79615  896.0  897.3
79616  893.3  894.7
79617  890.7  892.0
79618  888.1  889.4
79619  885.5  886.8
79620  882.9  884.2
79621  880.3  881.6
79622  877.7  879.0
79623  875.1  876.4
79624  872.5  873.8
79625  869.9  871.2
79626  867.3  868.6
79627  864.8  866.0
79628  862.2  863.5
79629  859.6  860.9
79630  857.1  858.4
79631  854.5  855.8
79632  852.0  853.3
79633  849.4  850.7
79634  846.9  848.2
79635  844.4  845.6
79636  841.9  843.1
79637  839.3  840.6
79638  836.8  838.1
79639  834.3  835.6
79640  831.8  833.1
79641  829.3  830.6
79642  826.8  828.1
79643  824.4  825.6
79644  821.9  823.1
79645  819.4  820.6
79646  816.9  818.2
79647  814.5  815.7
79648  812.0  813.3
79649  809.6  810.8
79650  807.1  808.4
79651  804.7  805.9
79652  802.3  803.5
79653  799.8  801.0
79654  797.4  798.6
79655  795.0  796.2
79656  792.6  793.8
79657  790.2  791.4
79658  787.8  789.0
79659  785.4  786.6
79660  783.0  784.2
79661  780.6  781.8
79662  778.2  779.4
79663  775.9  777.1
79664  773.5  774.7
79665  771.1  772.3
79666  768.8  770.0
79667  766.4  767.6
79668  764.1  765.3
79669  761.7  762.9
79670  759.4  760.6
79671  757.1  758.3
79672  754.8  755.9
79673  752.4  753.6
79674  750.1  751.3
79675  747.8  749.0
79676  745.5  746.7
79677  743.2  744.4
79678  740.9  742.1
79679  738.7  739.8
79680  736.4  737.5
79681  734.1  735.2
79682  731.8  733.0
79683  729.6  730.7
79684  727.3  728.4
79685  725.1  726.2
79686  722.8  723.9
79687  720.6  721.7
79688  718.3  719.5
79689  716.1  717.2
79690  713.9  715.0
79691  711.7  712.8
79692  709.4  710.6
79693  707.2  708.3
79694  705.0  706.1
79695  702.8  703.9
79696  700.6  701.7
79697  698.4  699.5
79698  696.3  697.4
79699  694.1  695.2
79700  691.9  693.0
79701  689.7  690.8
79702  687.6  688.7
79703  685.4  686.5
79704  683.3  684.3
79705  681.1  682.2
79706  679.0  680.0
79707  676.8  677.9
79708  674.7  675.8
79709  672.6  673.6
79710  670.5  671.5
79711  668.3  669.4
79712  666.2  667.3
79713  664.1  665.2
79714  662.0  663.1
79715  659.9  661.0
79716  657.8  658.9
79717  655.7  656.8
79718  653.7  654.7
79719  651.6  652.6
79720  649.5  650.5
79721  647.4  648.5
79722  645.4  646.4
79723  643.3  644.4
79724  641.3  642.3
79725  639.2  640.3
79726  637.2  638.2
79727  635.2  636.2
79728  633.1  634.1
79729  631.1  632.1
79730  629.1  630.1
79731  627.1  628.1
79732  625.0  626.1
79733  623.0  624.0
79734  621.0  622.0
79735  619.0  620.0
79736  617.1  618.1
79737  615.1  616.1
79738  613.1  614.1
79739  611.1  612.1
79740  609.1  610.1
79741  607.2  608.2
79742  605.2  606.2
79743  603.3  604.2
79744  601.3  602.3
79745  599.4  600.3
79746  597.4  598.4
79747  595.5  596.5
79748  593.6  594.5
79749  591.6  592.6
79750  589.7  590.7
79751  587.8  588.8
79752  585.9  586.8
79753  584.0  584.9
79754  582.1  583.0
79755  580.2  581.1
79756  578.3  579.3
79757  576.4  577.4
79758  574.6  575.5
79759  572.7  573.6
79760  570.8  571.8
79761  569.0  569.9
79762  567.1  568.0
79763  565.3  566.2
79764  563.4  564.3
79765  561.6  562.5
79766  559.7  560.7
79767  557.9  558.8
79768  556.1  557.0
79769  554.3  555.2
79770  552.5  553.4
79771  550.6  551.5
79772  548.8  549.7
79773  547.0  547.9
79774  545.2  546.1
79775  543.5  544.4
79776  541.7  542.6
79777  539.9  540.8
79778  538.1  539.0
79779  536.4  537.2
79780  534.6  535.5
79781  532.8  533.7
79782  531.1  532.0
79783  529.3  530.2
79784  527.6  528.5
79785  525.9  526.7
79786  524.1  525.0
79787  522.4  523.3
79788  520.7  521.5
79789  519.0  519.8
79790  517.2  518.1
79791  515.5  516.4
79792  513.8  514.7
79793  512.1  513.0
79794  510.4  511.3
79795  508.8  509.6
79796  507.1  507.9
79797  505.4  506.2
79798  503.7  504.6
79799  502.1  502.9
79800  500.4  501.2
79801  1011.6  1013.0
79802  1008.7  1010.1
79803  1005.8  1007.3
79804  1003.0  1004.4
79805  1000.1  1001.6
79806  997.3  998.7
79807  994.4  995.9
79808  991.6  993.0
79809  988.8  990.2
79810  986.0  987.4
79811  983.1  984.5
79812  980.3  981.7
79813  977.5  978.9
79814  974.7  976.1
79815  971.9  973.3
79816  969.1  970.5
79817  966.4  967.7
79818  963.6  965.0
79819  960.8  962.2
79820  958.0  959.4
79821  955.3  956.7
79822  952.5  953.9
79823  949.8  951.1
79824  947.0  948.4
79825  944.3  945.7
79826  941.6  942.9
79827  938.8  940.2
79828  936.1  937.5
79829  933.4  934.8
79830  930.7  932.0
79831  928.0  929.3
79832  925.3  926.6
79833  922.6  923.9
79834  919.9  921.2
79835  917.2  918.6
79836  914.5  915.9
79837  911.9  913.2
79838  909.2  910.5
79839  906.6  907.9
79840  903.9  905.2
79841  901.3  902.6
79842  898.6  899.9
79843  896.0  897.3
79844  893.3  894.7
79845  890.7  892.0
79846  888.1  889.4
79847  885.5  886.8
79848  882.9  884.2
79849  880.3  881.6
79850  877.7  879.0
79851  875.1  876.4
79852  872.5  873.8
79853  869.9  871.2
79854  867.3  868.6
79855  864.8  866.0
79856  862.2  863.5
79857  859.6  860.9
79858  857.1  858.4
79859  854.5  855.8
79860  852.0  853.3
79861  849.4  850.7
79862  846.9  848.2
79863  844.4  845.7
79864  841.9  843.1
79865  839.3  840.6
79866  836.8  838.1
79867  834.3  835.6
79868  831.8  833.1
79869  829.3  830.6
79870  826.9  828.1
79871  824.4  825.6
79872  821.9  823.1
79873  819.4  820.7
79874  816.9  818.2
79875  814.5  815.7
79876  812.0  813.3
79877  809.6  810.8
79878  807.1  808.4
79879  804.7  805.9
79880  802.3  803.5
79881  799.8  801.1
79882  797.4  798.6
79883  795.0  796.2
79884  792.6  793.8
79885  790.2  791.4
79886  787.8  789.0
79887  785.4  786.6
79888  783.0  784.2
79889  780.6  781.8
79890  778.2  779.4
79891  775.9  777.1
79892  773.5  774.7
79893  771.1  772.3
79894  768.8  770.0
79895  766.4  767.6
79896  764.1  765.3
79897  761.8  762.9
79898  759.4  760.6
79899  757.1  758.3
79900  754.8  755.9
79901  752.5  753.6
79902  750.1  751.3
79903  747.8  749.0
79904  745.5  746.7
79905  743.2  744.4
79906  740.9  742.1
79907  738.7  739.8
79908  736.4  737.5
79909  734.1  735.2
79910  731.8  733.0
79911  729.6  730.7
79912  727.3  728.4
79913  725.1  726.2
79914  722.8  723.9
79915  720.6  721.7
79916  718.3  719.5
79917  716.1  717.2
79918  713.9  715.0
79919  711.7  712.8
79920  709.4  710.6
79921  707.2  708.3
79922  705.0  706.1
79923  702.8  703.9
79924  700.6  701.7
79925  698.4  699.5
